source_path,destination_path,role,source_sha256,destination_sha256,copy_refactor_status,notes
,docs/reproduction.md,release/interface/documentation/test,,4a0577b64a0a93dfa80b8002a3551b5c2f76b253065aba9eb940cc94726a0b43,new,"Provide executable evaluation-to-analysis-to-accounting-to-figures commands, cohort rules, required external artifacts and rerun implications."
,pyproject.toml,release/interface/documentation/test,,7c06d04c8dfb535098a25570d5390d523d010a13164b739e350136c6d9468ff5,new,Set the intended distribution name and exact repository description; preserve dc_restoration imports and dependencies.
,requirements-lock.txt,release/interface/documentation/test,,4733f008a6d88bc4ced718c1ef5ddf3261b31d558a1aa0ecb54bf755e18d452e,new,New target-only packaging file; no archived source copied.
outputs/intro_dc_hurricane_map_v3_paper_style/requirements.txt,requirements-mapping-lock.txt,introductory spatial map workflow,045039873f7dba0cc602966ba0f727221f908feb704f72e5e584fa845c3e4b9b,bf85b1ef34bb4b63dbc4f0923b6c035cda28f0627edaac02cc85543ef0307987,refactored,New mapping lock verified against the isolated package environment; source requirements were inspected as a reference. Existing base pins retained; mapping additions verified with a wheel build and real cached map run.
,scripts/evaluate.py,release/interface/documentation/test,,6234b808ca9e78c5e073c259d22c31f006e200bb54186a00f24610629d677a63,new,New target-only packaging file; no archived source copied.
,scripts/fetch_intro_map_sources.py,introductory spatial map workflow,,6588ee66401945fd8a4df9c72ef715a78df8904c60cbc9398342315797edf20a,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,scripts/generate_figures.py,release/interface/documentation/test,,97e7ebe388ddc8ffe47394f59bc87d78c5e9181e7cf9cecd44cba20673455b52,new,New target-only packaging file; no archived source copied.
,scripts/generate_intro_map.py,introductory spatial map workflow,,8eac481515d9dafca3265f50cded039373f4e4db74a75b64c07e5b032a3b8aec,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,scripts/prepare_analysis_tables.py,release/interface/documentation/test,,d1741ed5d525958878810b245c876d39bb4cfded62683c9dc0de085269ffc3da,new,"Add the stable post-processing entry point without simulation, training or search."
,scripts/prepare_inputs.py,release/interface/documentation/test,,d1587615cbe087194d55a5a23f69a572054b1a32f8c22397115e5d89d403cc2b,new,New target-only packaging file; no archived source copied.
,scripts/prepare_intro_map.py,introductory spatial map workflow,,578536f4222bf68c5c9ac963381b3572de1eb86fdcc6652691e7bf8becdae67c,new,"New target-only mapping interface, configuration or synthetic offline tests; no research data included."
,scripts/run_benefit_cost.py,release/interface/documentation/test,,e6d87946b797eb7f3b31806ddf7de4671b6a10ac0caefe275b3a4143dbeccc9d,new,New target-only packaging file; no archived source copied.
,scripts/run_bounded_ga.py,release/interface/documentation/test,,44f6b84ece620c494e0157710c56f989ef60cab39f776597b1d9c57f57ce0647,new,New target-only packaging file; no archived source copied.
,scripts/train.py,release/interface/documentation/test,,ac320b395d762d53f6b9f031496916627ba2ce9e420fcc6f6b571ea0fb73bdc9,new,New target-only packaging file; no archived source copied.
,scripts/validate_installation.py,release/interface/documentation/test,,1ba3e1ee492989d4423802d496a7d764a3511404fce4d2185f63c1fd3d016445,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/__init__.py,release/interface/documentation/test,,835558f7ec870d59d9fe11a6614517576113485472b7eeb70008fe61c3ca2697,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/anchors/__init__.py,release/interface/documentation/test,,b7bc7d8d5b5a6cdd79e2103fffa1f8c2468351d2ea00ed2282685d9b0e25bc93,new,New target-only packaging file; no archived source copied.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_dc_resource_realism_sensitivity_audit_v1.py,src/dc_restoration/anchors/controller.py,anchors,e3f57c83bcb7e3315e66c3fb71944c32b28e35c34e012e44f16f56dca4753908,a88a2c56c2a737fd4ad08ea0944a35b91254f52f1a0c90cdc2daea811034edf6,curated,Copied before curation. Publication refinement: Name and validate the existing compatibility mode and update resource descriptions; preserve sorting and cap/depletion equations.
,src/dc_restoration/anchors/priority.py,release/interface/documentation/test,,bdc4155f5458c13d370f6f4453f14acc895115f9c6ddd7c78cccf9a14c8217a7,new,Define the single supported fixed-priority compatibility mode and reject undefined dispatch rules.
,src/dc_restoration/cli.py,release/interface/documentation/test,,b808efe8ba6dedb6e2336ee12f34e5a283702e74249a2b9e946990307585e863,new,Dispatch authoritative accounting and analysis tables; expose new figure selectors; emit canonical labels and explicit controller/depletion metadata.
,src/dc_restoration/configuration.py,release/interface/documentation/test,,4a34f7c56b99f237a7728f2b81d3aa83eb3fcf597eb97f8776d3dd375a347e8d,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/economics/__init__.py,release/interface/documentation/test,,319ccb4a71f0201a845420ea6fab43ddaae0f253f7b1a5dfdc0e8abe74d55770,new,New target-only packaging file; no archived source copied.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/scripts_gnn/256_generate_v0_3_harmonized_bcr_and_annual_community_figures.py,src/dc_restoration/economics/benefit_cost.py,economics,d0d5944d9a3ed15febc7fe2e0e00f8a61d0478050fcad18744464de77ac313fd,85a99606fa502cbbf70a4637db1613bb0ebe3bc452c59d5cc0f4ba00b2e16842,curated,"Copied before curation. Publication refinement: Exclude climate from primary local burden and annual comparisons, preserve climate ledgers, compute CRF and O&M/share charges from strict YAML, validate source selections, rename figure pathways and use a headless backend."
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_stage1_stage2_source_based_benefit_cost.py,src/dc_restoration/economics/community.py,economics,4c3d37e94bb0c6dcc6e4a7bf3b16f5e68702c410cd0a7468046f39367265498f,9f7934066a4f075cb567541dcc3ab9f7cbb814f9e68cf3272575b0d6484d92d8,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: _capital_recovery_factor, _annual_rate_path, _fiscal_summary"
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_stage1_duration_dependent_and_fema_benefit_cost.py,src/dc_restoration/economics/duration_damage.py,economics,c88e14880f4428ec2dd416a23403524e50bbc278f82df29f846836f379421530,9d8c754d74737675df5917dd3493d546ca9ea7a38eb83f35a1eabe960c7d4708,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: _inflate, _loglog_multiplier, _cdf_per_interrupted_kw, _valuation_parameters"
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_incremental_export_enablement_benefit_cost_revision.py,src/dc_restoration/economics/enablement.py,economics,86d2d3dfa1a3669be2ffc731d9e40e9a600afb7a5e9b41c00740e32c8a8aac60,d0c682a3d6a49088b0cb166a7aa15557325351756f88528ff2da1dd8e6888354,curated,Copied before curation. Publication refinement: Apply the same climate boundary to the source-incidence helper and retain the broader-societal climate column; update public assessment labels.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_unified_interruption_valuation_alignment_audit.py,src/dc_restoration/economics/interruption_damage.py,economics,749f3ffe26aacfe62b3d0bb5e8c182667e131e8b414ccbb0cd1cd465917b89da,498b445e12156c4fffb2fe0da7146fe76ff9c03f321b8642ad082878c9f21665,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: HarmonizedValuator, _state_unserved_kw, _accrue"
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_representative_event_node_level_benefit_revision.py,src/dc_restoration/economics/load_accounting.py,economics,206f61231d209297772d3f428b942c2e7f76da0ee15c3585a988159b6c287d1e,5d436ce8525d3b9b7561239629382060a289334537721ffb71a231adbbd36e9b,curated,Copied before curation. Publication refinement: Validate and document the fixed-priority mode without changing the allocation tuple or numerical rules.
,src/dc_restoration/evaluation/__init__.py,release/interface/documentation/test,,3c04c50f690e74dc01e647f9f588f339dc73f0b24de58c2431c0f3d090caef20,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/evaluation/analysis_tables.py,release/interface/documentation/test,,7deeeba116e60fd95866f40d5e3c9cf5f5d635de6592ec5d30765a12d0204b0c,new,"Validate explicit run directories, frozen scenario pairs, trajectories and cohort deduplication; construct all table families consumed by BCR and policy figures."
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_harmonized_source_valuation_paper_results.py,src/dc_restoration/evaluation/bounded_ga.py,evaluation,e19a7411f44101a4c3c42a988a22b41779fa4151537a25098dc4772ec001ec46,a50c0f6a5e7e34fd93809525f8bab7083b8ddd3a32dcb3808df90016cacf99df,curated,Copied before curation. Publication refinement: Use the current Greedy and Bounded GA labels in user-facing output; preserve search logic and budgets.
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_harmonized_selected_true_gnn_a2c_paper_refresh_v1.py,src/dc_restoration/evaluation/statistics.py,evaluation statistics,49a8119ce3f5031695a96313e2afafa2b589c0df8e2f33c248df4154b4fc5dec,bfe81dca4db1e04611c8412aaf4a1a09d10c1dd5ccbde1e8b754ff9a8d7a6809,curated,"Copied before curation. Publication refinement: Copy the source before extracting three archived summary formulas; retain numerical formulas, bootstrap logic and source hash."
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/src_gnn/v0_3_harmonized_selected_true_gnn_a2c_paper_refresh_v1.py,src/dc_restoration/evaluation/trajectories.py,evaluation,49a8119ce3f5031695a96313e2afafa2b589c0df8e2f33c248df4154b4fc5dec,e48fe994fa550568962057bf936beb2ba21bdbec0b66fbad0715b57edd864f37,curated,Copied before curation. Publication refinement: Display E12 and E24 consistently; preserve trajectory and support calculations.
data_processed/final_case_v0_1/hurricane_module/src/__init__.py,src/dc_restoration/hazards/__init__.py,hazards,fdb3ce76ae326ff6c85e2ba96506472f5e7fd3c445236f3e9680e27d34c69361,fdb3ce76ae326ff6c85e2ba96506472f5e7fd3c445236f3e9680e27d34c69361,copied,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: "
data_processed/final_case_v0_1/hurricane_module/src/damage_realization.py,src/dc_restoration/hazards/damage_realization.py,hazards,d339cc8fd082eac56a4d9919fc4a4fa5a16131c54041d37e14e3832de8d90c18,162dc4de7c16382ebefc8b612d19e0137eb385e0aa5e6fcb6f54c53a92c1ed3c,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: build_component_damage_probabilities, realize_damage_scenarios"
data_processed/final_case_v0_1/hurricane_module/src/fragility.py,src/dc_restoration/hazards/fragility.py,hazards,f6abcc1b9b4c027173a3805177d137a98b6b519008316e3c5794420fe987766a,4d5219c88d38f2c4fd428eb7231b5b98baba3cbfe57ee0e59ec07855c86b9f60,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: substation_state_probabilities, sample_substation_states, conductor_failure_probability, pole_failure_probability_for_overhead_edges, classify_edge_component, classify_node_component"
data_processed/final_case_v0_1/hurricane_module/src/geo_utils.py,src/dc_restoration/hazards/geo_utils.py,hazards,c12a7c7ddbac4f940ec28cd12fdf046961b330cedaba39a39a494a0447d1fa4f,c959fd8fbc536ad4e7bb1656ecdc7eb8f44cd63cbca4d3a68fc73ae43b4f7660,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: approximate_distance_km, approximate_distance_scalar_km, midpoint_lonlat, centroid_from_frame, bounding_box_from_frame, rowwise_distances_km"
data_processed/final_case_v0_1/hurricane_module/src/hurricane_data.py,src/dc_restoration/hazards/hurricane_data.py,hazards,40b3b567986a7765a9ae849b006e188abebe2d385bcd217e09543dc29332748e,40b3b567986a7765a9ae849b006e188abebe2d385bcd217e09543dc29332748e,copied,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: saffir_simpson_category_from_kts, load_filtered_hurdat_catalog, storm_level_summary, sample_storms, extract_storm_track"
data_processed/final_case_v0_1/hurricane_module/src/io_utils.py,src/dc_restoration/hazards/io_utils.py,hazards,2ce111abbac6f23c2728c3126245eaefc7c92ccaa8e25df6a5025d3be2a2eb33,f39724f27bba8ad4b0f6de5f7cc4f13fe3a8ddb1874ad6768a8fd153980d950e,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: module_root, load_config, ensure_dir, write_markdown, write_json, seed_everything, load_base_network, strip_base_data_centers, apply_dc_overlay, selected_dc_scenario_dirs"
data_processed/final_case_v0_1/hurricane_module/src/outage_state.py,src/dc_restoration/hazards/outage_state.py,hazards,5e62e106119a66b74e93b629491773494278c6c1b1d6cdd8cd5262cd30c43ebd,1da2ffb5f97afc804862a76afbc155aa1a6d4c64cd1dcada5cacf6fa97022fd4,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: build_normal_state_graph, source_nodes, apply_damage, compute_source_connected_set, compute_outage_for_scenario, evaluate_all_dc_scenarios"
data_processed/final_case_v0_1/hurricane_module/src/repair_times.py,src/dc_restoration/hazards/repair_times.py,hazards,35ad17ac7f99dd2ad00d522852b1dcfb6058356a0d11bd85699d4aad31fb722b,35ad17ac7f99dd2ad00d522852b1dcfb6058356a0d11bd85699d4aad31fb722b,copied,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: sample_conductor_repair_times, sample_substation_repair_times"
data_processed/final_case_v0_1/hurricane_module/src/storm_sampling.py,src/dc_restoration/hazards/storm_sampling.py,hazards,a47fd6c2d0073b4f670f9ef5a04c3fd11f8cf5aca617a848c965a385360f55ee,e57af21ec86c2834978d63c3bb816fe1d1ddf1e86b76fea5b826bd5d8c517eef,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: load_mainland_polygon, find_first_landfall, intensity_decay_with_distance, compute_rmax_atlantic, extend_track_if_needed, build_sampled_storm_tracks"
data_processed/final_case_v0_1/hurricane_module/src/wind_exposure.py,src/dc_restoration/hazards/wind_exposure.py,hazards,285dbb39b6784ad765a0ab48e5d5239fb22cc8fc7d64f76288b668db6388cc66,9e3783fe4f1f0dc7088ba22881f0f35daf3987faf0a974a09c66077152659c7b,refactored,"Copied before extraction/editing; imports, paths, labels and formatting adjusted. Retained definitions: compute_max_wind_for_points, _node_component_type, _node_damage_eligible, build_node_exposure_table, build_edge_exposure_table"
,src/dc_restoration/installation.py,release/interface/documentation/test,,9b2d18097c241d0ed63a37b86b38bb6e6d4e3e96be3e19c1cf78b10e8c8bb111,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/labels.py,release/interface/documentation/test,,28e822e0fa4b31bce9f122a483e3d639a6ae20f9b789579cbcfb3329ef3b1aa7,new,Normalize archived policy/resource labels for output and ingestion while retaining numerical schema keys.
,src/dc_restoration/paths.py,release/interface/documentation/test,,a6013365bc37391a3fa1a090ec2c8df9d5ef03d55303242776cc2cc78ce42e47,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/plotting/__init__.py,release/interface/documentation/test,,faf4dd318d6ea077e4da60a2551ad0bf86fe91d94f07c4e88ad88e8d720107ae,new,New target-only packaging file; no archived source copied.
,src/dc_restoration/plotting/api.py,release/interface/documentation/test,,b0af3e1164cbebdf1bb359e82230c8c9328d191640d3c2a29f90871b5a31e4b4,new,Read consolidated tables and dispatch independent benefit-cost versions with input validation before drawing.
outputs/intro_dc_hurricane_map_v3_paper_style/scripts/generate_map.py,src/dc_restoration/plotting/intro_map.py,introductory spatial map workflow,8396abf25201f869ca8458d95fca79484df7892c93837f810f3ea729c072e2b4,927690ded1a53284bc6c1abad9b8f6cb2e034f3b7b3d8ca9dab46c13fe4812e5,refactored,"Version-3 source copied before adaptation; original source hash retained. Package imports, explicit configurable paths, offline validation and documentation adapted; scientific calculations and visual specification retained."
data_processed/final_case_v0_1/restoration_env/rl_experiments_v0/scripts_gnn/258_build_v0_3_complete_paper_figure_package.py,src/dc_restoration/plotting/paper.py,plotting,84b205c647f3398924e1539d4d685fa419442a41fb1d39a31fd2c5465895ca1c,a938535ddaa670af7ef5b62f62e88f424393e65a7e5d4cf94530682efee750f2,curated,Copied before curation. Publication refinement: Read both archived and canonical policy labels through the display adapter; use analysis-table paths and current support labels.
